phenotype,code,term,name,comment
GNH0005_MyocardialInfarction_extended,68466008,SNOMED,Percut transluminal balloon angioplasty one coronary artery,
GNH0005_MyocardialInfarction_extended,68466008,SNOMED,"Removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel",
GNH0005_MyocardialInfarction_extended,70211005,SNOMED,Acute anterolateral infarction,
GNH0005_MyocardialInfarction_extended,70211005,SNOMED,Acute myocardial infarction of anterolateral wall,
GNH0005_MyocardialInfarction_extended,70422006,SNOMED,Acute subendocardial infarction,
GNH0005_MyocardialInfarction_extended,73795002,SNOMED,Inferior myocardial infarction NOS,
GNH0005_MyocardialInfarction_extended,85053006,SNOMED,Percut translum balloon angioplasty mult coronary arteries,
GNH0005_MyocardialInfarction_extended,85053006,SNOMED,"Percutaneous transluminal coronary angioplasty, multiple vessels",
GNH0005_MyocardialInfarction_extended,175021005,SNOMED,Allograft bypass of coronary artery,
GNH0005_MyocardialInfarction_extended,175029007,SNOMED,Insertn coronary artery stent,
GNH0005_MyocardialInfarction_extended,175029007,SNOMED,Prosthetic replacement of coronary artery,
GNH0005_MyocardialInfarction_extended,232717009,SNOMED,Coronary artery bypass graft,
GNH0005_MyocardialInfarction_extended,232717009,SNOMED,Coronary artery bypass graft operations,
GNH0005_MyocardialInfarction_extended,232717009,SNOMED,Other bypass of coronary artery,
GNH0005_MyocardialInfarction_extended,232717009,SNOMED,Other bypass of coronary artery NOS,
GNH0005_MyocardialInfarction_extended,232720001,SNOMED,Coronary artery bypass grafts x 2,
GNH0005_MyocardialInfarction_extended,232721002,SNOMED,Coronary artery bypass grafts x 3,
GNH0005_MyocardialInfarction_extended,232722009,SNOMED,Coronary artery bypass grafts x 4,
GNH0005_MyocardialInfarction_extended,233838001,SNOMED,Posterior myocardial infarction NOS,
GNH0005_MyocardialInfarction_extended,304914007,SNOMED,Acute Q-wave infarct,
GNH0005_MyocardialInfarction_extended,399261000,SNOMED,[V]Presence of coronary artery bypass graft,
GNH0005_MyocardialInfarction_extended,399261000,SNOMED,[V]Presence of coronary artery bypass graft - CABG,
GNH0005_MyocardialInfarction_extended,401303003,SNOMED,Acute ST segment elevation myocardial infarction,
GNH0005_MyocardialInfarction_extended,401314000,SNOMED,Acute non-ST segment elevation myocardial infarction,
GNH0005_MyocardialInfarction_extended,429639007,SNOMED,Perc translum balloon angioplasty insert 1-2 stents cor art,
GNH0005_MyocardialInfarction_extended,429639007,SNOMED,Perc translum balloon angioplasty stenting coronary art NOS,
GNH0005_MyocardialInfarction_extended,429639007,SNOMED,Perc translumin balloon angioplasty stenting coronary artery,
GNH0005_MyocardialInfarction_extended,429639007,SNOMED,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,
GNH0005_MyocardialInfarction_extended,707828002,SNOMED,Percut translum cutting balloon angioplasty coronary artery,
GNH0005_MyocardialInfarction_extended,736968006,SNOMED,Saphenous vein graft replacement of three coronary arteries,
GNH0005_MyocardialInfarction_extended,736969003,SNOMED,Saphenous vein graft replacement of two coronary arteries,
GNH0005_MyocardialInfarction_extended,736973000,SNOMED,Allograft replacement of two coronary arteries,
GNH0005_MyocardialInfarction_extended,9.36451E+14,SNOMED,Percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery,previous SNOMED code had been mangled
GNH0006_IschaemicStroke,I631,ICD10,Cerebral infarction due to embolism of precerebral arteries,
GNH0006_IschaemicStroke,I631,ICD10,Cerebral infarction due to embolism of precerebral arteries,
GNH0006_IschaemicStroke,I632,ICD10,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,
GNH0006_IschaemicStroke,I633,ICD10,Cerebral infarction due to thrombosis of cerebral arteries,
GNH0006_IschaemicStroke,I634,ICD10,Cerebral infarction due to embolism of cerebral arteries,
GNH0006_IschaemicStroke,I635,ICD10,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,
GNH0006_IschaemicStroke,I636,ICD10,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",
GNH0006_IschaemicStroke,I638,ICD10,Other cerebral infarction,
GNH0006_IschaemicStroke,I639,ICD10,"Cerebral infarction, unspecified",
GNH0006_IschaemicStroke,I64X,ICD10,"Stroke, not specified as haemorrhage or infarction",
GNH0006_IschaemicStroke,I64,ICD10,"Stroke, not specified as haemorrhage or infarction","code added to v008, had been missed before"
GNH0006_IschaemicStroke,20059004,SNOMED,Cerebral arterial occlusion,
GNH0006_IschaemicStroke,20059004,SNOMED,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,
GNH0006_IschaemicStroke,71444005,SNOMED,Cerebral thrombosis,
GNH0006_IschaemicStroke,195216008,SNOMED,Left sided cerebral hemisphere cerebrovascular accident,
GNH0006_IschaemicStroke,195216008,SNOMED,Left sided CVA,
GNH0006_IschaemicStroke,195217004,SNOMED,Right sided CVA,
GNH0006_IschaemicStroke,195233001,SNOMED,Occlusion and stenosis of anterior cerebral artery,
GNH0006_IschaemicStroke,230690007,SNOMED,CVA - Cerebrovascular accident unspecified,
GNH0006_IschaemicStroke,230690007,SNOMED,CVA unspecified,
GNH0006_IschaemicStroke,230690007,SNOMED,Stroke,
GNH0006_IschaemicStroke,230690007,SNOMED,Stroke and cerebrovascular accident unspecified,
GNH0006_IschaemicStroke,230690007,SNOMED,Stroke unspecified,
GNH0006_IschaemicStroke,230691006,SNOMED,CVA - cerebral artery occlusion,
GNH0006_IschaemicStroke,230691006,SNOMED,Stroke due to cerebral arterial occlusion,
GNH0006_IschaemicStroke,307766002,SNOMED,Left sided cerebral infarction,
GNH0006_IschaemicStroke,307767006,SNOMED,Right sided cerebral infarction,
GNH0006_IschaemicStroke,413102000,SNOMED,Infarction of basal ganglia,
GNH0006_IschaemicStroke,432504007,SNOMED,Cerebral infarction,
GNH0006_IschaemicStroke,432504007,SNOMED,Cerebral infarction NOS,
GNH0006_IschaemicStroke,432504007,SNOMED,Infarction - cerebral,
GNH0007_Type2Diabetes,E110,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E111,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E112,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E113,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E114,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E115,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E116,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E117,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E118,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,E119,ICD10,Non-insulin-dependent diabetes mellitus,
GNH0007_Type2Diabetes,44054006,SNOMED,Type 2 diabetes mellitus,
GNH0007_Type2Diabetes,44054006,SNOMED,Type II diabetes mellitus,
GNH0007_Type2Diabetes,44054006,SNOMED,Non-insulin dependent diabetes mellitus,
GNH0007_Type2Diabetes,44054006,SNOMED,NIDDM - Non-insulin dependent diabetes mellitus,
GNH0007_Type2Diabetes,237599002,SNOMED,Insulin treated Type 2 diabetes mellitus,
GNH0007_Type2Diabetes,313436004,SNOMED,"Diabetes mellitus, adult onset, no mention of complication",
GNH0007_Type2Diabetes,313436004,SNOMED,Non-insulin-dependent diabetes mellitus without complication,
GNH0007_Type2Diabetes,313436004,SNOMED,Type 2 diabetes mellitus without complication,
GNH0007_Type2Diabetes,422099009,SNOMED,Type 2 diabetes mellitus with ophthalmic complications,
GNH0007_Type2Diabetes,703138006,SNOMED,Type 2 diabetes mellitus in remission,
GNH0008_PrimaryOpenAngleGlaucoma,H401,ICD10,Primary open-angle glaucoma,
GNH0008_PrimaryOpenAngleGlaucoma,77075001,SNOMED,Primary open-angle glaucoma,
GNH0009_Asthma,J450,ICD10,Predominantly allergic asthma,
GNH0009_Asthma,J458,ICD10,Mixed asthma,
GNH0009_Asthma,J459,ICD10,"Asthma, unspecified",
GNH0009_Asthma,J46X,ICD10,Status asthmaticus,
GNH0009_Asthma,J46,ICD10,Status asthmaticus,"code added to 2023_11, had been missed before"
GNH0009_Asthma,63088003,SNOMED,Extrinsic asthma without status asthmaticus,
GNH0009_Asthma,63088003,SNOMED,Extrinsic asthma without status asthmaticus,
GNH0009_Asthma,195949008,SNOMED,Recurrent wheezy bronchitis,
GNH0009_Asthma,195967001,SNOMED,Asthma,
GNH0009_Asthma,195967001,SNOMED,Asthma NOS,
GNH0009_Asthma,195967001,SNOMED,Asthma unspecified,
GNH0009_Asthma,195967001,SNOMED,Bronchial asthma,
GNH0009_Asthma,195977004,SNOMED,Mixed asthma,
GNH0009_Asthma,233678006,SNOMED,Childhood asthma,
GNH0009_Asthma,233679003,SNOMED,Late onset asthma,
GNH0009_Asthma,233679003,SNOMED,Late-onset asthma,
GNH0009_Asthma,233683003,SNOMED,Hay fever with asthma,
GNH0009_Asthma,233683003,SNOMED,Pollen asthma,
GNH0009_Asthma,266361008,SNOMED,Intrinsic asthma,
GNH0009_Asthma,370218001,SNOMED,Mild asthma,
GNH0009_Asthma,370221004,SNOMED,Severe asthma,
GNH0009_Asthma,389145006,SNOMED,Allergic asthma,
GNH0009_Asthma,389145006,SNOMED,Allergic asthma NEC,
GNH0009_Asthma,389145006,SNOMED,Extrinsic (atopic) asthma,
GNH0009_Asthma,389145006,SNOMED,Extrinsic asthma - atopy,
GNH0009_Asthma,405944004,SNOMED,Asthmatic bronchitis,
GNH0009_Asthma,405944004,SNOMED,Wheezy bronchitis,
GNH0009_Asthma,424643009,SNOMED,Extrinsic asthma NOS,
GNH0009_Asthma,708038006,SNOMED,Acute exacerbation of asthma,
GNH0009_Asthma,708038006,SNOMED,Asthma attack,
GNH0009_Asthma,708090002,SNOMED,Severe asthma attack,
GNH0009_Asthma,734904007,SNOMED,Status asthmaticus NOS,
GNH0009_Asthma,1.0867E+15,SNOMED,Extrinsic asthma with status asthmaticus,"mangled code,  now fixed"
GNH0010_Gout,M100,ICD10,Idiopathic gout,
GNH0010_Gout,M1000,ICD10,Idiopathic gout,
GNH0010_Gout,M1006,ICD10,Idiopathic gout,
GNH0010_Gout,M109,ICD10,"Gout, unspecified",
GNH0010_Gout,M1090,ICD10,"Gout, unspecified",
GNH0010_Gout,M1096,ICD10,"Gout, unspecified",
GNH0010_Gout,M1097,ICD10,"Gout, unspecified",
GNH0010_Gout,M1099,ICD10,"Gout, unspecified",
GNH0010_Gout,24595009,SNOMED,Primary gout,
GNH0010_Gout,48440001,SNOMED,Gouty arthritis,
GNH0010_Gout,48440001,SNOMED,Articular gout,
GNH0010_Gout,48440001,SNOMED,Gouty arthritis NOS,
GNH0010_Gout,90560007,SNOMED,Gout,
GNH0010_Gout,90560007,SNOMED,Gout NOS,
GNH0010_Gout,190842000,SNOMED,Gouty tophi of hand,
GNH0010_Gout,201666003,SNOMED,Gouty arthritis of the hand,
GNH0010_Gout,201669005,SNOMED,Gouty arthritis of the ankle and foot,
GNH0010_Gout,201669005,SNOMED,Gouty arthritis of the ankle and/or foot,
GNH0010_Gout,428839004,SNOMED,Gouty arthritis of toe,
GNH0010_Gout,9.24311E+14,SNOMED,Acute exacerbation of gout,previous SNOMED code had been mangled
GNH0011_COPD,J410,ICD10,Simple chronic bronchitis,
GNH0011_COPD,J411,ICD10,Mucopurulent chronic bronchitis,
GNH0011_COPD,J42X,ICD10,Unspecified chronic bronchitis,
GNH0011_COPD,J432,ICD10,Centrilobular emphysema,
GNH0011_COPD,J439,ICD10,"Emphysema, unspecified",
GNH0011_COPD,J440,ICD10,Chronic obstructive pulmonary disease with acute lower respiratory infection,
GNH0011_COPD,J441,ICD10,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",
GNH0011_COPD,J448,ICD10,Other specified chronic obstructive pulmonary disease,
GNH0011_COPD,J449,ICD10,"Chronic obstructive pulmonary disease, unspecified",
GNH0011_COPD,J47X,ICD10,Bronchiectasis,
GNH0011_COPD,J47,ICD10,Bronchiectasis,"code added to 2023_11, had been missed before"
GNH0011_COPD,13645005,SNOMED,[X]Other specified chronic obstructive pulmonary disease,
GNH0011_COPD,63480004,SNOMED,Chronic bronchitis,
GNH0011_COPD,87433001,SNOMED,[X]Other emphysema,
GNH0011_COPD,195951007,SNOMED,Acute exacerbation of chronic obstructive airways disease,
GNH0011_COPD,313296004,SNOMED,Mild chronic obstructive pulmonary disease,
GNH0011_COPD,313297008,SNOMED,Moderate chronic obstructive pulmonary disease,
GNH0011_COPD,313299006,SNOMED,Severe chronic obstructive pulmonary disease,
GNH0011_COPD,2.93991E+14,SNOMED,Very severe chronic obstructive pulmonary disease,"mangled code, now fixed from gbma 2020"
GNH0011_COPD,8.47091E+14,SNOMED,Acute non-infective exacerbation of chronic obstructive pulmonary disease (disorder),"mangled code, now fixed from gbma 2020"
GNH0012_Stroke,I633,ICD10,Cerebral infarction due to thrombosis of cerebral arteries,
GNH0012_Stroke,I634,ICD10,Cerebral infarction due to embolism of cerebral arteries,
GNH0012_Stroke,I635,ICD10,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,
GNH0012_Stroke,I636,ICD10,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",
GNH0012_Stroke,I638,ICD10,Other cerebral infarction,
GNH0012_Stroke,I639,ICD10,"Cerebral infarction, unspecified",
GNH0012_Stroke,I64X,ICD10,"Stroke, not specified as haemorrhage or infarction",
GNH0012_Stroke,I64,ICD10,"Stroke, not specified as haemorrhage or infarction","code added to 2023_11, had been missed before"
GNH0012_Stroke,20059004,SNOMED,,
GNH0012_Stroke,64009001,SNOMED,,
GNH0012_Stroke,71444005,SNOMED,,
GNH0012_Stroke,88032003,SNOMED,,
GNH0012_Stroke,195200006,SNOMED,,
GNH0012_Stroke,195212005,SNOMED,,
GNH0012_Stroke,195216008,SNOMED,,
GNH0012_Stroke,195217004,SNOMED,,
GNH0012_Stroke,195229008,SNOMED,,
GNH0012_Stroke,195230003,SNOMED,,
GNH0012_Stroke,195233001,SNOMED,,
GNH0012_Stroke,230690007,SNOMED,,
GNH0012_Stroke,230691006,SNOMED,,
GNH0012_Stroke,230698000,SNOMED,,
GNH0012_Stroke,307766002,SNOMED,,
GNH0012_Stroke,307767006,SNOMED,,
GNH0012_Stroke,413102000,SNOMED,,
GNH0012_Stroke,432504007,SNOMED,,
GNH0013_HeartFailure,I500,ICD10,Congestive heart failure,
GNH0013_HeartFailure,I501,ICD10,Left ventricular failure,
GNH0013_HeartFailure,I509,ICD10,"Heart failure, unspecified",
GNH0013_HeartFailure,10633002,SNOMED,Acute congestive heart failure,
GNH0013_HeartFailure,42343007,SNOMED,Congestive heart failure,
GNH0013_HeartFailure,42343007,SNOMED,Congestive cardiac failure,
GNH0013_HeartFailure,43736008,SNOMED,Rheumatic left ventricular failure,
GNH0013_HeartFailure,48447003,SNOMED,Chronic heart failure (disorder),
GNH0013_HeartFailure,56675007,SNOMED,Acute heart failure,
GNH0013_HeartFailure,79955004,SNOMED,Chronic cor pulmonale,
GNH0013_HeartFailure,84114007,SNOMED,Heart failure,
GNH0013_HeartFailure,84114007,SNOMED,Heart failure NOS,
GNH0013_HeartFailure,84114007,SNOMED,Cardiac failure,
GNH0013_HeartFailure,85232009,SNOMED,Left ventricular failure,
GNH0013_HeartFailure,85232009,SNOMED,Left heart failure,
GNH0013_HeartFailure,92506005,SNOMED,Biventricular failure,
GNH0013_HeartFailure,128404006,SNOMED,Right heart failure,
GNH0013_HeartFailure,195111005,SNOMED,Decompensated cardiac failure,
GNH0013_HeartFailure,195114002,SNOMED,Acute left ventricular failure,
GNH0013_HeartFailure,367363000,SNOMED,Right ventricular failure,
GNH0013_HeartFailure,418304008,SNOMED,Diastolic heart failure (disorder),
GNH0013_HeartFailure,420913000,SNOMED,New York Heart Association Classification - Class III,
GNH0013_HeartFailure,421704003,SNOMED,New York Heart Association Classification - Class II,
GNH0013_HeartFailure,426263006,SNOMED,Congestive heart failure due to left ventricular systolic dysfunction (disorder),
GNH0014_IdiopathicPulmonaryFibrosis,J841,ICD10,,
GNH0014_IdiopathicPulmonaryFibrosis,J849,ICD10,,
GNH0014_IdiopathicPulmonaryFibrosis,51615001,SNOMED,,
GNH0014_IdiopathicPulmonaryFibrosis,90117007,SNOMED,,
GNH0014_IdiopathicPulmonaryFibrosis,162974009,SNOMED,,
GNH0014_IdiopathicPulmonaryFibrosis,196125002,SNOMED,,
GNH0015_AcuteAppendicitis,K350,ICD10,Acute appendicitis with generalized peritonitis,
GNH0015_AcuteAppendicitis,K351,ICD10,Acute appendicitis with peritoneal abscess,
GNH0015_AcuteAppendicitis,K352,ICD10,Acute appendicitis with generalized peritonitis,
GNH0015_AcuteAppendicitis,K353,ICD10,Acute appendicitis with localized peritonitis,
GNH0015_AcuteAppendicitis,K358,ICD10,"Acute appendicitis, other and unspecified",
GNH0015_AcuteAppendicitis,K359,ICD10,"Acute appendicitis, unspecified",
GNH0015_AcuteAppendicitis,H011,OPCS4,Emergency excision of abnormal appendix and drainage HFQ,
GNH0015_AcuteAppendicitis,H012,OPCS4,Emergency excision of abnormal appendix NEC,
GNH0015_AcuteAppendicitis,50846009,SNOMED,Acute gangrenous appendicitis,
GNH0015_AcuteAppendicitis,85189001,SNOMED,Acute appendicitis,
GNH0015_AcuteAppendicitis,85189001,SNOMED,Acute appendicitis NOS,
GNH0015_AcuteAppendicitis,196781001,SNOMED,Acute appendicitis with peritonitis,
GNH0015_AcuteAppendicitis,266439004,SNOMED,Acute appendicitis with appendix abscess,
GNH0015_AcuteAppendicitis,286967008,SNOMED,Acute perforated appendicitis,
GNH0015_AcuteAppendicitis,698294004,SNOMED,Acute appendicitis with localised peritonitis,
